dataset,model,split,perturbation,true_target_rank,top_match,top_match_similarity,true_target_similarity,is_confused
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ATL1+ctrl,52.0,LYL1+IER5L,0.7957773804664612,0.6674410104751587,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BAK1+ctrl,270.0,LYL1+IER5L,0.7957773804664612,-0.0919096544384956,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BCL2L11+BAK1,271.0,LYL1+IER5L,0.7957773804664612,-0.0979833081364631,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BCL2L11+TGFBR2,210.0,LYL1+IER5L,0.7957773804664612,0.3365172147750854,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BCL2L11+ctrl,262.0,LYL1+IER5L,0.7957773804664612,0.1125067323446273,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BCORL1+ctrl,226.0,LYL1+IER5L,0.7957773804664612,0.2847379446029663,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BPGM+SAMD1,17.0,LYL1+IER5L,0.7957773804664612,0.7287279367446899,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BPGM+ZBTB1,12.0,LYL1+IER5L,0.7957773804664612,0.7385028600692749,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,BPGM+ctrl,121.0,LYL1+IER5L,0.7957773804664612,0.5454623699188232,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,C19orf26+ctrl,180.0,LYL1+IER5L,0.7957773804664612,0.4409641623497009,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,C3orf72+FOXL2,160.0,LYL1+IER5L,0.7957773804664612,0.4776711165904999,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,C3orf72+ctrl,54.0,LYL1+IER5L,0.7957773804664612,0.6644303798675537,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBFA2T3+ctrl,248.0,LYL1+IER5L,0.7957773804664612,0.1772388815879821,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+CNN1,42.0,LYL1+IER5L,0.7957773804664612,0.6814537048339844,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+PTPN12,108.0,LYL1+IER5L,0.7957773804664612,0.5944087505340576,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+PTPN9,44.0,LYL1+IER5L,0.7957773804664612,0.679261326789856,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+TGFBR2,127.0,LYL1+IER5L,0.7957773804664612,0.5381709933280945,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+UBASH3A,107.0,LYL1+IER5L,0.7957773804664612,0.5946677327156067,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+UBASH3B,31.0,LYL1+IER5L,0.7957773804664612,0.7033160328865051,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CBL+ctrl,123.0,LYL1+IER5L,0.7957773804664612,0.5452811121940613,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CDKN1A+ctrl,47.0,LYL1+IER5L,0.7957773804664612,0.6776179075241089,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CDKN1B+CDKN1A,63.0,LYL1+IER5L,0.7957773804664612,0.65639328956604,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CDKN1B+ctrl,20.0,LYL1+IER5L,0.7957773804664612,0.7178757190704346,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CDKN1C+CDKN1A,35.0,LYL1+IER5L,0.7957773804664612,0.6944792866706848,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CDKN1C+CDKN1B,95.0,LYL1+IER5L,0.7957773804664612,0.6107122898101807,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CDKN1C+ctrl,43.0,LYL1+IER5L,0.7957773804664612,0.679719090461731,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPA+ctrl,138.0,LYL1+IER5L,0.7957773804664612,0.5178623199462891,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPB+CEBPA,165.0,LYL1+IER5L,0.7957773804664612,0.4687056541442871,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPB+MAPK1,205.0,LYL1+IER5L,0.7957773804664612,0.3539719879627228,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPB+OSR2,134.0,LYL1+IER5L,0.7957773804664612,0.5198138356208801,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPB+PTPN12,40.0,LYL1+IER5L,0.7957773804664612,0.6902410984039307,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPB+ctrl,149.0,LYL1+IER5L,0.7957773804664612,0.4988872408866882,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+CEBPA,131.0,LYL1+IER5L,0.7957773804664612,0.5273984670639038,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+CEBPB,144.0,LYL1+IER5L,0.7957773804664612,0.5053826570510864,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+CNN1,166.0,LYL1+IER5L,0.7957773804664612,0.4682598710060119,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+KLF1,196.0,LYL1+IER5L,0.7957773804664612,0.3775170445442199,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+PTPN12,136.0,LYL1+IER5L,0.7957773804664612,0.5195341110229492,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+RUNX1T1,206.0,LYL1+IER5L,0.7957773804664612,0.3470721840858459,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+SPI1,119.0,LYL1+IER5L,0.7957773804664612,0.5578246116638184,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CEBPE+ctrl,173.0,LYL1+IER5L,0.7957773804664612,0.4526935815811157,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CELF2+ctrl,235.0,LYL1+IER5L,0.7957773804664612,0.2269180864095688,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CITED1+ctrl,143.0,LYL1+IER5L,0.7957773804664612,0.5141571164131165,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CKS1B+ctrl,145.0,LYL1+IER5L,0.7957773804664612,0.5029370188713074,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CLDN6+ctrl,74.0,LYL1+IER5L,0.7957773804664612,0.6437143087387085,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CNN1+MAPK1,175.0,LYL1+IER5L,0.7957773804664612,0.4518184065818786,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CNN1+UBASH3A,34.0,LYL1+IER5L,0.7957773804664612,0.6949175596237183,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CNN1+ctrl,218.0,LYL1+IER5L,0.7957773804664612,0.3190251588821411,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CNNM4+ctrl,164.0,LYL1+IER5L,0.7957773804664612,0.471183568239212,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,COL1A1+ctrl,198.0,LYL1+IER5L,0.7957773804664612,0.3733985424041748,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,COL2A1+ctrl,242.0,LYL1+IER5L,0.7957773804664612,0.2025591135025024,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,CSRNP1+ctrl,279.0,LYL1+IER5L,0.7957773804664612,-0.2592507004737854,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DLX2+ctrl,225.0,LYL1+IER5L,0.7957773804664612,0.2857338488101959,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+ETS2,80.0,LYL1+IER5L,0.7957773804664612,0.62940913438797,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+IGDCC3,16.0,LYL1+IER5L,0.7957773804664612,0.729600191116333,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+KLF1,93.0,LYL1+IER5L,0.7957773804664612,0.6115583181381226,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+MAPK1,188.0,LYL1+IER5L,0.7957773804664612,0.4026790261268616,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+PRTG,37.0,LYL1+IER5L,0.7957773804664612,0.6906288862228394,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+SNAI1,28.0,LYL1+IER5L,0.7957773804664612,0.707686185836792,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,DUSP9+ctrl,109.0,LYL1+IER5L,0.7957773804664612,0.5915093421936035,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,EGR1+ctrl,75.0,LYL1+IER5L,0.7957773804664612,0.6428573131561279,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ELMSAN1+ctrl,268.0,LYL1+IER5L,0.7957773804664612,-0.0644585266709327,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+CEBPE,212.0,LYL1+IER5L,0.7957773804664612,0.3343613743782043,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+CNN1,97.0,LYL1+IER5L,0.7957773804664612,0.6079076528549194,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+IGDCC3,103.0,LYL1+IER5L,0.7957773804664612,0.6000344753265381,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+IKZF3,2.0,LYL1+IER5L,0.7957773804664612,0.7901961803436279,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+MAP7D1,243.0,LYL1+IER5L,0.7957773804664612,0.2013201117515564,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+MAPK1,219.0,LYL1+IER5L,0.7957773804664612,0.3013677597045898,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+PRTG,27.0,LYL1+IER5L,0.7957773804664612,0.7079840898513794,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ETS2+ctrl,255.0,LYL1+IER5L,0.7957773804664612,0.1525905132293701,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FEV+CBFA2T3,90.0,LYL1+IER5L,0.7957773804664612,0.6203010678291321,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FEV+ISL2,135.0,LYL1+IER5L,0.7957773804664612,0.5195415019989014,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FEV+MAP7D1,118.0,LYL1+IER5L,0.7957773804664612,0.5596528053283691,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FEV+ctrl,215.0,LYL1+IER5L,0.7957773804664612,0.3252054452896118,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+CEBPB,139.0,LYL1+IER5L,0.7957773804664612,0.517765998840332,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+CEBPE,148.0,LYL1+IER5L,0.7957773804664612,0.5014759302139282,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+IKZF3,29.0,LYL1+IER5L,0.7957773804664612,0.7067641019821167,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+OSR2,200.0,LYL1+IER5L,0.7957773804664612,0.3658618032932281,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+PTPN12,137.0,LYL1+IER5L,0.7957773804664612,0.5187408924102783,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+UBASH3B,195.0,LYL1+IER5L,0.7957773804664612,0.3783437311649322,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOSB+ctrl,241.0,LYL1+IER5L,0.7957773804664612,0.2039547562599182,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA1+FOXF1,24.0,LYL1+IER5L,0.7957773804664612,0.7093958854675293,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA1+FOXL2,49.0,LYL1+IER5L,0.7957773804664612,0.6762012839317322,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA1+HOXB9,11.0,LYL1+IER5L,0.7957773804664612,0.7431234121322632,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA1+ctrl,150.0,LYL1+IER5L,0.7957773804664612,0.4986310601234436,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA3+FOXA1,51.0,LYL1+IER5L,0.7957773804664612,0.6740148067474365,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA3+FOXF1,67.0,LYL1+IER5L,0.7957773804664612,0.6535114049911499,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA3+FOXL2,76.0,LYL1+IER5L,0.7957773804664612,0.6369631290435791,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA3+HOXB9,9.0,LYL1+IER5L,0.7957773804664612,0.7558890581130981,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXA3+ctrl,106.0,LYL1+IER5L,0.7957773804664612,0.5948734283447266,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXF1+FOXL2,53.0,LYL1+IER5L,0.7957773804664612,0.6666402816772461,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXF1+HOXB9,61.0,LYL1+IER5L,0.7957773804664612,0.6596720218658447,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXF1+ctrl,186.0,LYL1+IER5L,0.7957773804664612,0.4126113653182983,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXL2+HOXB9,189.0,LYL1+IER5L,0.7957773804664612,0.3939558267593384,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXL2+MEIS1,89.0,LYL1+IER5L,0.7957773804664612,0.620923638343811,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXL2+ctrl,140.0,LYL1+IER5L,0.7957773804664612,0.5170848369598389,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,FOXO4+ctrl,130.0,LYL1+IER5L,0.7957773804664612,0.5280488133430481,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,GLB1L2+ctrl,155.0,LYL1+IER5L,0.7957773804664612,0.4874796569347381,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,HES7+ctrl,129.0,LYL1+IER5L,0.7957773804664612,0.530188262462616,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,HK2+ctrl,199.0,LYL1+IER5L,0.7957773804664612,0.3732883930206299,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,HNF4A+ctrl,99.0,LYL1+IER5L,0.7957773804664612,0.605115532875061,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,HOXA13+ctrl,23.0,LYL1+IER5L,0.7957773804664612,0.711538553237915,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,HOXB9+ctrl,86.0,LYL1+IER5L,0.7957773804664612,0.623456597328186,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,HOXC13+ctrl,102.0,LYL1+IER5L,0.7957773804664612,0.6007548570632935,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IER5L+ctrl,69.0,LYL1+IER5L,0.7957773804664612,0.6512584090232849,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IGDCC3+MAPK1,213.0,LYL1+IER5L,0.7957773804664612,0.3288719356060028,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IGDCC3+PRTG,48.0,LYL1+IER5L,0.7957773804664612,0.6764856576919556,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IGDCC3+ZBTB25,19.0,LYL1+IER5L,0.7957773804664612,0.7235007286071777,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IGDCC3+ctrl,105.0,LYL1+IER5L,0.7957773804664612,0.595865786075592,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IKZF3+ctrl,6.0,LYL1+IER5L,0.7957773804664612,0.7681279182434082,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IRF1+SET,202.0,LYL1+IER5L,0.7957773804664612,0.3599936068058014,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,IRF1+ctrl,229.0,LYL1+IER5L,0.7957773804664612,0.2651559114456177,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,ISL2+ctrl,237.0,LYL1+IER5L,0.7957773804664612,0.2133278399705886,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,JUN+CEBPA,142.0,LYL1+IER5L,0.7957773804664612,0.5148162245750427,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,JUN+CEBPB,141.0,LYL1+IER5L,0.7957773804664612,0.5161728858947754,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,JUN+ctrl,125.0,LYL1+IER5L,0.7957773804664612,0.5442371368408203,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KIAA1804+ctrl,193.0,LYL1+IER5L,0.7957773804664612,0.3858989775180816,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KIF18B+KIF2C,211.0,LYL1+IER5L,0.7957773804664612,0.3357466161251068,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KIF18B+ctrl,132.0,LYL1+IER5L,0.7957773804664612,0.5254138708114624,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KIF2C+ctrl,260.0,LYL1+IER5L,0.7957773804664612,0.1246055960655212,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+BAK1,239.0,LYL1+IER5L,0.7957773804664612,0.2056442648172378,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+CEBPA,147.0,LYL1+IER5L,0.7957773804664612,0.501539409160614,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+CLDN6,79.0,LYL1+IER5L,0.7957773804664612,0.6315300464630127,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+COL2A1,224.0,LYL1+IER5L,0.7957773804664612,0.2912891805171966,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+FOXA1,114.0,LYL1+IER5L,0.7957773804664612,0.5804014205932617,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+MAP2K6,257.0,LYL1+IER5L,0.7957773804664612,0.139182761311531,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+TGFBR2,201.0,LYL1+IER5L,0.7957773804664612,0.3633913099765777,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+ctrl,244.0,LYL1+IER5L,0.7957773804664612,0.1987954378128051,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KMT2A+ctrl,191.0,LYL1+IER5L,0.7957773804664612,0.3871141672134399,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LHX1+ELMSAN1,179.0,LYL1+IER5L,0.7957773804664612,0.4409889280796051,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LHX1+ctrl,190.0,LYL1+IER5L,0.7957773804664612,0.3938028514385223,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LYL1+CEBPB,112.0,LYL1+IER5L,0.7957773804664612,0.5814770460128784,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LYL1+IER5L,1.0,LYL1+IER5L,0.7957773804664612,0.7957773804664612,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LYL1+ctrl,240.0,LYL1+IER5L,0.7957773804664612,0.2047736644744873,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAML2+ctrl,267.0,LYL1+IER5L,0.7957773804664612,-0.0563695579767227,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+ELMSAN1,274.0,LYL1+IER5L,0.7957773804664612,-0.1279381513595581,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+IKZF3,39.0,LYL1+IER5L,0.7957773804664612,0.6903995275497437,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+MAP2K6,278.0,LYL1+IER5L,0.7957773804664612,-0.2427237629890442,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+SLC38A2,283.0,LYL1+IER5L,0.7957773804664612,-0.4567054808139801,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+ctrl,281.0,LYL1+IER5L,0.7957773804664612,-0.3268849849700928,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+ELMSAN1,275.0,LYL1+IER5L,0.7957773804664612,-0.1385862827301025,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+IKZF3,60.0,LYL1+IER5L,0.7957773804664612,0.6612683534622192,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+SPI1,157.0,LYL1+IER5L,0.7957773804664612,0.4854946732521057,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+ctrl,280.0,LYL1+IER5L,0.7957773804664612,-0.315762847661972,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP4K3+ctrl,174.0,LYL1+IER5L,0.7957773804664612,0.452289342880249,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP4K5+ctrl,214.0,LYL1+IER5L,0.7957773804664612,0.3255644142627716,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP7D1+ctrl,276.0,LYL1+IER5L,0.7957773804664612,-0.157061219215393,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+IKZF3,22.0,LYL1+IER5L,0.7957773804664612,0.7133601307868958,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+PRTG,176.0,LYL1+IER5L,0.7957773804664612,0.4504818022251129,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+TGFBR2,238.0,LYL1+IER5L,0.7957773804664612,0.2065629512071609,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+ctrl,254.0,LYL1+IER5L,0.7957773804664612,0.1627519428730011,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MEIS1+ctrl,171.0,LYL1+IER5L,0.7957773804664612,0.4598391950130462,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MIDN+ctrl,73.0,LYL1+IER5L,0.7957773804664612,0.6437473297119141,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,NCL+ctrl,228.0,LYL1+IER5L,0.7957773804664612,0.2718104720115661,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,NIT1+ctrl,216.0,LYL1+IER5L,0.7957773804664612,0.3213618993759155,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,OSR2+ctrl,222.0,LYL1+IER5L,0.7957773804664612,0.2964735031127929,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PLK4+STIL,100.0,LYL1+IER5L,0.7957773804664612,0.6023033857345581,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PLK4+ctrl,122.0,LYL1+IER5L,0.7957773804664612,0.5454614162445068,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,POU3F2+CBFA2T3,36.0,LYL1+IER5L,0.7957773804664612,0.6916168928146362,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,POU3F2+FOXL2,7.0,LYL1+IER5L,0.7957773804664612,0.7590441703796387,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,POU3F2+ctrl,88.0,LYL1+IER5L,0.7957773804664612,0.6211386322975159,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PRDM1+CBFA2T3,5.0,LYL1+IER5L,0.7957773804664612,0.773054838180542,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PRDM1+ctrl,65.0,LYL1+IER5L,0.7957773804664612,0.6558242440223694,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PRTG+ctrl,56.0,LYL1+IER5L,0.7957773804664612,0.6634963750839233,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN1+ctrl,38.0,LYL1+IER5L,0.7957773804664612,0.6904265284538269,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+OSR2,231.0,LYL1+IER5L,0.7957773804664612,0.2543642818927765,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+PTPN9,68.0,LYL1+IER5L,0.7957773804664612,0.6524814367294312,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+SNAI1,113.0,LYL1+IER5L,0.7957773804664612,0.5814464688301086,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+UBASH3A,45.0,LYL1+IER5L,0.7957773804664612,0.6791340708732605,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+ZBTB25,82.0,LYL1+IER5L,0.7957773804664612,0.6287652254104614,True
