dataset	split	target	gears_condition	in_gears_train	in_gears_test	in_state_train	in_state_test	alignment_status	reason_if_not_aligned
replogle_k562_rl1	R-L1-K562_seed1	LSM5	LSM5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	LSM7	LSM7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	LTV1	LTV1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	LUC7L3	LUC7L3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MAD2L1	MAD2L1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MAGOH	MAGOH+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MAK16	MAK16+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MARS	MARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MARS2	MARS2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MAT2A	MAT2A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MAU2	MAU2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MAX	MAX+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCM10	MCM10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCM2	MCM2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCM3	MCM3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCM3AP	MCM3AP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCM4	MCM4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCM6	MCM6+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MCMBP	MCMBP+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MDN1	MDN1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED1	MED1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED10	MED10+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED11	MED11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED12	MED12+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED14	MED14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED17	MED17+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED19	MED19+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED20	MED20+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED21	MED21+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED26	MED26+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED29	MED29+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED30	MED30+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED31	MED31+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED4	MED4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED6	MED6+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED7	MED7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MED9	MED9+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	METAP2	METAP2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	METTL14	METTL14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	METTL16	METTL16+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	METTL3	METTL3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MEX3A	MEX3A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MFAP1	MFAP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MICOS10	MICOS10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MIOS	MIOS+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MNAT1	MNAT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MOB4	MOB4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MPHOSPH10	MPHOSPH10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRGBP	MRGBP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL10	MRPL10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL14	MRPL14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL17	MRPL17+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL19	MRPL19+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL24	MRPL24+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL27	MRPL27+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL3	MRPL3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL33	MRPL33+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL35	MRPL35+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL36	MRPL36+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL37	MRPL37+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL38	MRPL38+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL39	MRPL39+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL4	MRPL4+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL41	MRPL41+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL43	MRPL43+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL49	MRPL49+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL50	MRPL50+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL51	MRPL51+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL53	MRPL53+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPL54	MRPL54+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS10	MRPS10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS11	MRPS11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS14	MRPS14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS18A	MRPS18A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS2	MRPS2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS22	MRPS22+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS23	MRPS23+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS24	MRPS24+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS26	MRPS26+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS27	MRPS27+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS28	MRPS28+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS34	MRPS34+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS35	MRPS35+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MRPS9	MRPS9+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MTBP	MTBP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MTOR	MTOR+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MTPAP	MTPAP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MVD	MVD+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MYBL2	MYBL2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	MZT1	MZT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	N6AMT1	N6AMT1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NAA10	NAA10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NAA15	NAA15+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NAA20	NAA20+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NAA25	NAA25+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NAE1	NAE1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NARS	NARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NAT10	NAT10+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NBAS	NBAS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NCAPH	NCAPH+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NCBP1	NCBP1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NCBP2	NCBP2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NCKAP1	NCKAP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NCL	NCL+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDC80	NDC80+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFA2	NDUFA2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFA6	NDUFA6+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFA8	NDUFA8+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFAB1	NDUFAB1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFB10	NDUFB10+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFB4	NDUFB4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NDUFB8	NDUFB8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NEDD1	NEDD1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NEDD8	NEDD8+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NELFB	NELFB+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NELFCD	NELFCD+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NELFE	NELFE+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NEPRO	NEPRO+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NFRKB	NFRKB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NFS1	NFS1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NIFK	NIFK+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NIP7	NIP7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NKAP	NKAP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NLE1	NLE1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NMD3	NMD3+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOB1	NOB1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOC3L	NOC3L+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOC4L	NOC4L+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOL11	NOL11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOL12	NOL12+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOL6	NOL6+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOL8	NOL8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOLC1	NOLC1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOM1	NOM1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOP10	NOP10+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOP14	NOP14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOP16	NOP16+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOP2	NOP2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NOP58	NOP58+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NPLOC4	NPLOC4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NRBP1	NRBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NRDE2	NRDE2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NRF1	NRF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NSA2	NSA2+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NSRP1	NSRP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUBP1	NUBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUDCD3	NUDCD3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUDT21	NUDT21+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUF2	NUF2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUFIP1	NUFIP1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUMA1	NUMA1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP107	NUP107+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP133	NUP133+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP54	NUP54+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP62	NUP62+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP85	NUP85+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP88	NUP88+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUP98	NUP98+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NUTF2	NUTF2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	NVL	NVL+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	OGFOD1	OGFOD1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	OGT	OGT+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	OPA1	OPA1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	ORC1	ORC1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	ORC5	ORC5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PABPN1	PABPN1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PAF1	PAF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PAM16	PAM16+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PAXBP1	PAXBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PCBP1	PCBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PCF11	PCF11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PCID2	PCID2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PCNA	PCNA+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PDAP1	PDAP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PDCD11	PDCD11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PDCD2	PDCD2+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PDCD7	PDCD7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PELO	PELO+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PELP1	PELP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PES1	PES1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PET117	PET117+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PFDN2	PFDN2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PFN1	PFN1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PGAM1	PGAM1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PGPEP1	PGPEP1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PHAX	PHAX+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PHB	PHB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PHB2	PHB2+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PHF5A	PHF5A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PIAS4	PIAS4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PKM	PKM+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PLRG1	PLRG1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PMF1	PMF1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PMPCA	PMPCA+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PMPCB	PMPCB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PNN	PNN+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PNO1	PNO1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PNPT1	PNPT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLA1	POLA1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLA2	POLA2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLD1	POLD1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLD2	POLD2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLD3	POLD3+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLE	POLE+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR1B	POLR1B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR1C	POLR1C+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR1E	POLR1E+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2A	POLR2A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2B	POLR2B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2C	POLR2C+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2D	POLR2D+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2G	POLR2G+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2H	POLR2H+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2I	POLR2I+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR2L	POLR2L+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR3C	POLR3C+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR3D	POLR3D+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR3E	POLR3E+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLR3F	POLR3F+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POLRMT	POLRMT+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POP1	POP1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POP4	POP4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POP5	POP5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	POP7	POP7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPARGC1B	PPARGC1B+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPIE	PPIE+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPIH	PPIH+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPIL4	PPIL4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPP1CA	PPP1CA+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPP1R11	PPP1R11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPP1R8	PPP1R8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPP2R1A	PPP2R1A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPP4C	PPP4C+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPP4R2	PPP4R2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PPRC1	PPRC1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRELID3B	PRELID3B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRIM1	PRIM1+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRIM2	PRIM2+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRMT1	PRMT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRMT5	PRMT5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF19	PRPF19+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF3	PRPF3+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF31	PRPF31+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF4	PRPF4+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF40A	PRPF40A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF4B	PRPF4B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF6	PRPF6+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRPF8	PRPF8+ctrl	False	True	False	True	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PRRC2A	PRRC2A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PSMA1	PSMA1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PSMA2	PSMA2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PSMA3	PSMA3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl1	R-L1-K562_seed1	PSMA4	PSMA4+ctrl	True	False	True	False	ALIGNED	
